LTd_history,itv_LT,itv_LL,anm_develop_time,p_anm,anm_type
"[8.609594956246743e-06, 1.0060889216539184e-05, 1.1367705609489186e-05, 1.226431938435572e-05, 1.0775423589118428e-05, 1.4738245267122911e-05, 1.5317184273561392e-05, 1.809400296351429e-05]",0.0,0.0,0.0,0.0,LL
"[7.401377767004615e-06, 8.609594956246743e-06, 1.0060889216539184e-05, 1.1863325588166596e-05, 1.1179482534392772e-05, 1.5031944042408686e-05, 1.4758839341143002e-05, 1.767730705343797e-05]",0.0,0.0,0.0,0.0,LL
"[7.231472197828136e-06, 7.401377767004615e-06, 8.609594956246743e-06, 1.1367705609489186e-05, 1.2180092476128187e-05, 1.3461501181357995e-05, 1.3793411338152111e-05, 1.7634202263458597e-05]",0.0,0.0,0.0,0.0,LL
"[8.481874963905689e-06, 7.231472197828136e-06, 7.401377767004615e-06, 1.0060889216539184e-05, 1.2741488292156074e-05, 1.2775912084490525e-05, 1.2645417347573628e-05, 1.7753751013311145e-05]",0.0,0.0,0.0,0.0,LL
"[1.0092868520293544e-05, 8.481874963905689e-06, 7.231472197828136e-06, 8.609594956246743e-06, 1.226431938435572e-05, 1.1602143634983653e-05, 9.857262163573496e-06, 1.8018821069048755e-05]",0.0,0.0,0.0,0.0,LL
"[1.1974972149130808e-05, 1.0092868520293544e-05, 8.481874963905689e-06, 7.401377767004615e-06, 1.1863325588166596e-05, 1.1905093592701283e-05, 9.789524862038941e-06, 1.8455737592661016e-05]",0.0,0.0,0.0,0.0,LL
"[1.2794763361797618e-05, 1.1974972149130808e-05, 1.0092868520293544e-05, 7.231472197828136e-06, 1.1367705609489186e-05, 1.1297417246216616e-05, 9.942602914480305e-06, 1.9737179850304314e-05]",0.0,0.0,0.0,0.0,LL
"[1.2157764517771956e-05, 1.2794763361797618e-05, 1.1974972149130808e-05, 8.481874963905689e-06, 1.0060889216539184e-05, 1.0353630025514808e-05, 1.0248757600679821e-05, 2.009248692652938e-05]",0.0,0.0,0.0,0.0,LL
"[1.2935145641794419e-05, 1.2157764517771956e-05, 1.2794763361797618e-05, 1.0092868520293544e-05, 8.609594956246743e-06, 1.0775423589118428e-05, 9.80841402185374e-06, 2.033103288962066e-05]",0.0,0.0,0.0,0.0,LL
"[1.2376358612383088e-05, 1.2935145641794419e-05, 1.2157764517771956e-05, 1.1974972149130808e-05, 7.401377767004615e-06, 1.1179482534392772e-05, 1.0982760620819712e-05, 1.9899853646605955e-05]",0.0,-0.45573872049026065,0.0,0.002297852228011622,LL
"[1.2891863541247089e-05, 1.2376358612383088e-05, 1.2935145641794419e-05, 1.2794763361797618e-05, 7.231472197828136e-06, 1.2180092476128187e-05, 1.1909483124117105e-05, 2.0151317226438942e-05]",0.0,-0.45573872049026065,1.0,0.002405937042736133,LL
"[1.4022885355404315e-05, 1.2891863541247089e-05, 1.2376358612383088e-05, 1.2157764517771956e-05, 8.481874963905689e-06, 1.2741488292156074e-05, 1.4408253872142055e-05, 2.0150571566080525e-05]",0.0,-0.45573872049026065,2.0,0.0014987325691719702,LL
"[1.2959842624964831e-05, 1.4022885355404315e-05, 1.2891863541247089e-05, 1.2935145641794419e-05, 1.0092868520293544e-05, 1.226431938435572e-05, 1.3822825444122425e-05, 2.12693455082601e-05]",0.0,-0.45573872049026065,3.0,0.0014793055176368453,LL
"[2.3337033271946254e-06, 1.2959842624964831e-05, 1.4022885355404315e-05, 1.2376358612383088e-05, 1.1974972149130808e-05, 1.1863325588166596e-05, 1.3229975715524459e-05, 2.1962305096920395e-05]",0.0,-0.45573872049026065,4.0,0.0021824135261023885,LL
"[-5.90463451464769e-06, 2.3337033271946254e-06, 1.2959842624964831e-05, 1.2891863541247089e-05, 1.2794763361797618e-05, 1.1367705609489186e-05, 1.3750782440094324e-05, 2.25027688846217e-05]",0.0,-0.45573872049026065,5.0,0.005209315728346545,LL
"[-1.4335367542779778e-05, -5.90463451464769e-06, 2.3337033271946254e-06, 1.4022885355404315e-05, 1.2157764517771956e-05, 1.0060889216539184e-05, 1.444811682257898e-05, 2.3627330913637074e-05]",0.0,-0.45573872049026065,6.0,0.015153339216224932,LL
"[-2.147166332140684e-05, -1.4335367542779778e-05, -5.90463451464769e-06, 1.2959842624964831e-05, 1.2935145641794419e-05, 8.609594956246743e-06, 1.4738245267122911e-05, 2.296852845717637e-05]",0.0,-0.45573872049026065,7.0,0.04066912920698158,LL
"[-2.6855488643391445e-05, -2.147166332140684e-05, -1.4335367542779778e-05, 2.3337033271946254e-06, 1.2376358612383088e-05, 7.401377767004615e-06, 1.5031944042408686e-05, 2.1389032546635646e-05]",0.0,-0.45573872049026065,8.0,0.07590526870012092,LL
"[-3.00597610862031e-05, -2.6855488643391445e-05, -2.147166332140684e-05, -5.90463451464769e-06, 1.2891863541247089e-05, 7.231472197828136e-06, 1.3461501181357995e-05, 1.9593507525692073e-05]",0.0,-0.45573872049026065,9.0,0.0845586804488181,LL
"[-3.061666804001092e-05, -3.00597610862031e-05, -2.6855488643391445e-05, -1.4335367542779778e-05, 1.4022885355404315e-05, 8.481874963905689e-06, 1.2775912084490525e-05, 1.720237885459252e-05]",0.0,-0.45573872049026065,10.0,0.09203385769686992,LL
"[-3.104687163389105e-05, -3.061666804001092e-05, -3.00597610862031e-05, -2.147166332140684e-05, 1.2959842624964831e-05, 1.0092868520293544e-05, 1.1602143634983653e-05, 1.4962316768778222e-05]",0.0,-0.45573872049026065,11.0,0.09492941658161541,LL
"[-3.1208817864173775e-05, -3.104687163389105e-05, -3.061666804001092e-05, -2.6855488643391445e-05, 2.3337033271946254e-06, 1.1974972149130808e-05, 1.1905093592701283e-05, 1.4943664455637156e-05]",0.0,-0.45573872049026065,12.0,0.09710261660356684,LL
"[-3.1314252114554655e-05, -3.1208817864173775e-05, -3.104687163389105e-05, -3.00597610862031e-05, -5.90463451464769e-06, 1.2794763361797618e-05, 1.1297417246216616e-05, 1.623460843087978e-05]",0.0,-0.45573872049026065,13.0,0.08994627251383415,LL
"[-3.0902314585255235e-05, -3.1314252114554655e-05, -3.1208817864173775e-05, -3.061666804001092e-05, -1.4335367542779778e-05, 1.2157764517771956e-05, 1.0353630025514808e-05, 1.688198731556372e-05]",0.0,-0.45573872049026065,14.0,0.08242431374671914,LL
"[-3.051196570044136e-05, -3.0902314585255235e-05, -3.1314252114554655e-05, -3.104687163389105e-05, -2.147166332140684e-05, 1.2935145641794419e-05, 1.0775423589118428e-05, 1.8479329581611013e-05]",0.0,-0.45573872049026065,15.0,0.09552710662064316,LL
"[-3.126692406764365e-05, -3.051196570044136e-05, -3.0902314585255235e-05, -3.1208817864173775e-05, -2.6855488643391445e-05, 1.2376358612383088e-05, 1.1179482534392772e-05, 2.0528812780278957e-05]",0.0,-0.45573872049026065,16.0,0.10446943267056577,LL
"[-3.173582734915332e-05, -3.126692406764365e-05, -3.051196570044136e-05, -3.1314252114554655e-05, -3.00597610862031e-05, 1.2891863541247089e-05, 1.2180092476128187e-05, 2.1860241491331964e-05]",0.0,-0.45573872049026065,17.0,0.11401210763045708,LL
"[-3.2307827487201564e-05, -3.173582734915332e-05, -3.126692406764365e-05, -3.0902314585255235e-05, -3.061666804001092e-05, 1.4022885355404315e-05, 1.2741488292156074e-05, 2.072244442738347e-05]",0.0,-0.45573872049026065,18.0,0.16343074439712432,LL
"[-3.4186574349919046e-05, -3.2307827487201564e-05, -3.173582734915332e-05, -3.051196570044136e-05, -3.104687163389105e-05, 1.2959842624964831e-05, 1.226431938435572e-05, 2.0267307616373405e-05]",0.0,-0.45573872049026065,19.0,0.2552132282395738,LL
"[-3.652887337269835e-05, -3.4186574349919046e-05, -3.2307827487201564e-05, -3.126692406764365e-05, -3.1208817864173775e-05, 2.3337033271946254e-06, 1.1863325588166596e-05, 1.9214321736801805e-05]",0.0,-0.45573872049026065,20.0,0.32530967574327163,LL
"[-3.815478579764498e-05, -3.652887337269835e-05, -3.4186574349919046e-05, -3.173582734915332e-05, -3.1314252114554655e-05, -5.90463451464769e-06, 1.1367705609489186e-05, 1.7956187165634044e-05]",0.0,-0.45573872049026065,21.0,0.6512573523440444,LL
"[8.437332643164836e-06, 7.038342239492992e-06, 6.671871399736266e-06, 4.962120394724005e-06, 7.182033944043899e-06, 1.7454452499766573e-06, -4.068200806072009e-06, -3.7751676117129754e-06]",0.0,0.0,0.0,0.0,LL
"[8.14311287536969e-06, 8.437332643164836e-06, 7.038342239492992e-06, 4.9088716083552855e-06, 6.611871959432843e-06, 2.121695772115786e-06, -2.899719618319696e-06, -1.4904915527925427e-06]",0.0,0.0,0.0,0.0,LL
"[8.673436723800844e-06, 8.14311287536969e-06, 8.437332643164836e-06, 6.671871399736266e-06, 7.620283791342611e-06, 2.7995616905992707e-06, -1.8448101889258123e-06, 2.910175124368647e-07]",0.0,0.0,0.0,0.0,LL
"[8.916755675903524e-06, 8.673436723800844e-06, 8.14311287536969e-06, 7.038342239492992e-06, 7.605517502485327e-06, 1.856714396058542e-06, -4.204127320456149e-07, -3.030817174698757e-07]",0.0,0.0,0.0,0.0,LL
"[9.616356718481042e-06, 8.916755675903524e-06, 8.673436723800844e-06, 8.437332643164836e-06, 4.962120394724005e-06, 1.2363338213145972e-06, -1.4071618053146512e-06, -1.78493466794968e-06]",0.0,0.0,0.0,0.0,LL
"[9.980589792190966e-06, 9.616356718481042e-06, 8.916755675903524e-06, 8.14311287536969e-06, 4.9088716083552855e-06, 2.840418887150186e-06, -1.1549200312426877e-06, -1.3412648759821808e-06]",0.0,0.0,0.0,0.0,LL
"[1.0412333070243496e-05, 9.980589792190966e-06, 9.616356718481042e-06, 8.673436723800844e-06, 6.671871399736266e-06, 4.974635642781805e-06, -7.369154546081638e-07, -2.2412048053376788e-06]",0.0,0.0,0.0,0.0,LL
"[1.0897189269879718e-05, 1.0412333070243496e-05, 9.980589792190966e-06, 8.916755675903524e-06, 7.038342239492992e-06, 6.584524592485338e-06, 7.415636290254835e-07, -3.46249503486045e-06]",0.0,0.0,0.0,0.0,LL
"[1.1946242136473517e-05, 1.0897189269879718e-05, 1.0412333070243496e-05, 9.616356718481042e-06, 8.437332643164836e-06, 7.182033944043899e-06, 2.684094714649699e-06, -3.2966443680546916e-06]",0.0,0.0,0.0,0.0,LL
"[1.2274245138477595e-05, 1.1946242136473517e-05, 1.0897189269879718e-05, 9.980589792190966e-06, 8.14311287536969e-06, 6.611871959432843e-06, 4.25594988870874e-06, -3.999246883495303e-06]",0.0,0.0,0.0,0.0,LL
"[1.2446713155820221e-05, 1.2274245138477595e-05, 1.1946242136473517e-05, 1.0412333070243496e-05, 8.673436723800844e-06, 7.620283791342611e-06, 4.60920991868838e-06, -6.21913753595463e-06]",0.0,0.0,0.0,0.0,LL
"[1.1151507242019611e-05, 1.2446713155820221e-05, 1.2274245138477595e-05, 1.0897189269879718e-05, 8.916755675903524e-06, 7.605517502485327e-06, 5.22683197587436e-06, -6.5939976639595075e-06]",0.0,0.0,0.0,0.0,LL
"[8.67986506493898e-06, 1.1151507242019611e-05, 1.2446713155820221e-05, 1.1946242136473517e-05, 9.616356718481042e-06, 4.962120394724005e-06, 5.148049615245219e-06, -6.4761418381947965e-06]",0.0,0.0,0.0,0.0,LL
"[7.90832164894618e-06, 8.67986506493898e-06, 1.1151507242019611e-05, 1.2274245138477595e-05, 9.980589792190966e-06, 4.9088716083552855e-06, 4.7972686944314014e-06, -8.19938252662585e-06]",0.0,0.0,0.0,0.0,LL
"[8.21641023211973e-06, 7.90832164894618e-06, 8.67986506493898e-06, 1.2446713155820221e-05, 1.0412333070243496e-05, 6.671871399736266e-06, 4.455517954910185e-06, -8.32991661463139e-06]",0.0,0.0,0.0,0.0,LL
"[9.432573435745652e-06, 8.21641023211973e-06, 7.90832164894618e-06, 1.1151507242019611e-05, 1.0897189269879718e-05, 7.038342239492992e-06, 2.5728016772210627e-06, -7.943793970749234e-06]",0.0,0.0,0.0,0.0,LL
"[1.0526765270840574e-05, 9.432573435745652e-06, 8.21641023211973e-06, 8.67986506493898e-06, 1.1946242136473517e-05, 8.437332643164836e-06, 1.7454452499766573e-06, -7.3139487483062725e-06]",0.0,-0.3924985738662692,0.0,0.0019891024379343814,LL
"[7.234728604619348e-06, 1.0526765270840574e-05, 9.432573435745652e-06, 7.90832164894618e-06, 1.2274245138477595e-05, 8.14311287536969e-06, 2.121695772115786e-06, -5.4205366358878e-06]",0.0,-0.3924985738662692,1.0,0.0020538846233086137,LL
"[6.787631425042707e-06, 7.234728604619348e-06, 1.0526765270840574e-05, 8.21641023211973e-06, 1.2446713155820221e-05, 8.673436723800844e-06, 2.7995616905992707e-06, -4.285806720111136e-06]",0.0,-0.3924985738662692,2.0,0.0013555571846420604,LL
"[6.272972940116583e-06, 6.787631425042707e-06, 7.234728604619348e-06, 9.432573435745652e-06, 1.1151507242019611e-05, 8.916755675903524e-06, 1.856714396058542e-06, -2.6094841660005994e-06]",0.0,-0.3924985738662692,3.0,0.0020128654345776056,LL
"[-3.6293612367723195e-06, 6.272972940116583e-06, 6.787631425042707e-06, 1.0526765270840574e-05, 8.67986506493898e-06, 9.616356718481042e-06, 1.2363338213145972e-06, -1.7578853885862816e-06]",0.0,-0.3924985738662692,4.0,0.0037405791075415984,LL
"[-1.0988794861321747e-05, -3.6293612367723195e-06, 6.272972940116583e-06, 7.234728604619348e-06, 7.90832164894618e-06, 9.980589792190966e-06, 2.840418887150186e-06, 5.131496340674065e-07]",0.0,-0.3924985738662692,5.0,0.008091315870515281,LL
"[-1.727667344811337e-05, -1.0988794861321747e-05, -3.6293612367723195e-06, 6.787631425042707e-06, 8.21641023211973e-06, 1.0412333070243496e-05, 4.974635642781805e-06, 3.1390147848915655e-06]",0.0,-0.3924985738662692,6.0,0.018056945000571745,LL
"[-2.2532646476324913e-05, -1.727667344811337e-05, -1.0988794861321747e-05, 6.272972940116583e-06, 9.432573435745652e-06, 1.0897189269879718e-05, 6.584524592485338e-06, 4.871509521600947e-06]",0.0,-0.3924985738662692,7.0,0.03941855379910625,LL
"[-2.6849662389927396e-05, -2.2532646476324913e-05, -1.727667344811337e-05, -3.6293612367723195e-06, 1.0526765270840574e-05, 1.1946242136473517e-05, 7.182033944043899e-06, 5.454090397187414e-06]",0.0,-0.3924985738662692,8.0,0.08595612706732499,LL
"[-3.078384351765637e-05, -2.6849662389927396e-05, -2.2532646476324913e-05, -1.0988794861321747e-05, 7.234728604619348e-06, 1.2274245138477595e-05, 6.611871959432843e-06, 4.950039170556514e-06]",0.0,-0.3924985738662692,9.0,0.12104586350969929,LL
"[-3.2492834140820875e-05, -3.078384351765637e-05, -2.6849662389927396e-05, -1.727667344811337e-05, 6.787631425042707e-06, 1.2446713155820221e-05, 7.620283791342611e-06, 4.032619864988687e-06]",0.0,-0.3924985738662692,10.0,0.14550098563967662,LL
"[-3.3410859169168583e-05, -3.2492834140820875e-05, -3.078384351765637e-05, -2.2532646476324913e-05, 6.272972940116583e-06, 1.1151507242019611e-05, 7.605517502485327e-06, 7.316035337518594e-07]",0.0,-0.3924985738662692,11.0,0.15284632601555237,LL
"[-3.3669477552029184e-05, -3.3410859169168583e-05, -3.2492834140820875e-05, -2.6849662389927396e-05, -3.6293612367723195e-06, 8.67986506493898e-06, 4.962120394724005e-06, -2.469038194663212e-07]",0.0,-0.3924985738662692,12.0,0.16587810162703606,LL
"[-3.403434188320657e-05, -3.3669477552029184e-05, -3.3410859169168583e-05, -3.078384351765637e-05, -1.0988794861321747e-05, 7.90832164894618e-06, 4.9088716083552855e-06, -3.146937659617327e-07]",0.0,-0.3924985738662692,13.0,0.14524060598167474,LL
"[-3.344957758323216e-05, -3.403434188320657e-05, -3.3669477552029184e-05, -3.2492834140820875e-05, -1.727667344811337e-05, 8.21641023211973e-06, 6.671871399736266e-06, -6.2273659986422e-07]",0.0,-0.3924985738662692,14.0,0.18208203285307337,LL
"[-3.460402118159354e-05, -3.344957758323216e-05, -3.403434188320657e-05, -3.3410859169168583e-05, -2.2532646476324913e-05, 9.432573435745652e-06, 7.038342239492992e-06, -3.000145562428305e-06]",0.0,-0.3924985738662692,15.0,0.20925881951299374,LL
"[-3.5345996564932574e-05, -3.460402118159354e-05, -3.344957758323216e-05, -3.3669477552029184e-05, -2.6849662389927396e-05, 1.0526765270840574e-05, 8.437332643164836e-06, -4.068200806072009e-06]",0.0,-0.3924985738662692,16.0,0.24087497432507038,LL
"[-3.613718266672277e-05, -3.5345996564932574e-05, -3.460402118159354e-05, -3.403434188320657e-05, -3.078384351765637e-05, 7.234728604619348e-06, 8.14311287536969e-06, -2.899719618319696e-06]",0.0,-0.3924985738662692,17.0,0.2913814102507257,LL
"[-3.728103488172635e-05, -3.613718266672277e-05, -3.5345996564932574e-05, -3.344957758323216e-05, -3.2492834140820875e-05, 6.787631425042707e-06, 8.673436723800844e-06, -1.8448101889258123e-06]",0.0,-0.3924985738662692,18.0,0.41732200993123214,LL
"[-3.942852847023067e-05, -3.728103488172635e-05, -3.613718266672277e-05, -3.460402118159354e-05, -3.3410859169168583e-05, 6.272972940116583e-06, 8.916755675903524e-06, -4.204127320456149e-07]",0.0,-0.3924985738662692,19.0,0.5620566415308131,LL
"[5.72675334081691e-06, 6.7414640339759006e-06, 5.921629633551665e-06, 6.963480733841224e-06, 6.5763723566656785e-06, 1.2571505863331918e-05, 1.361176328766448e-05, -3.7751676117129754e-06]",0.0,0.0,0.0,0.0,LL
"[5.203372099563451e-06, 5.72675334081691e-06, 6.7414640339759006e-06, 5.800844310787849e-06, 4.8964854606735104e-06, 1.1842281261202928e-05, 1.2919283994952271e-05, -4.5446855966959906e-07]",0.0,0.0,0.0,0.0,LL
