LTd_history,itv_LT,itv_LL,anm_develop_time
"[-5.94420547e-04 -5.78014318e-04 -5.44903680e-04 -4.61102599e-04
 -4.03853268e-04 -3.64354118e-04 -1.04716066e-04 -3.54128980e-05]",-0.015040581141521379,-0.18048697369825656,12
"[-6.01204246e-04 -5.94420547e-04 -5.78014318e-04 -5.10045390e-04
 -3.88799082e-04 -3.99123742e-04 -8.62983345e-05 -4.05636693e-05]",-0.015040581141521379,-0.19552755483977793,13
"[-6.04215456e-04 -6.01204246e-04 -5.94420547e-04 -5.44903680e-04
 -3.98957501e-04 -4.24383252e-04 -7.07957728e-05 -6.05709073e-05]",-0.015040581141521379,-0.2105681359812993,14
"[-5.90799368e-04 -6.04215456e-04 -6.01204246e-04 -5.78014318e-04
 -4.26182424e-04 -4.32029675e-04 -3.36025256e-05 -1.03413782e-04]",-0.015040581141521379,-0.22560871712282068,15
"[-6.13176542e-04 -5.90799368e-04 -6.04215456e-04 -5.94420547e-04
 -4.61102599e-04 -4.55762013e-04 -1.05567723e-05 -1.40491931e-04]",-0.015040581141521379,-0.24064929826434206,16
"[-6.16378655e-04 -6.13176542e-04 -5.90799368e-04 -6.01204246e-04
 -5.10045390e-04 -4.49134769e-04  8.74148295e-06 -1.80626753e-04]",-0.015040581141521379,-0.25568987940586346,17
"[-6.12322479e-04 -6.16378655e-04 -6.13176542e-04 -6.04215456e-04
 -5.44903680e-04 -4.37664669e-04 -3.27326783e-05 -1.99916099e-04]",-0.015040581141521379,-0.2707304605473848,18
"[-0.0006069  -0.00061232 -0.00061638 -0.0005908  -0.00057801 -0.00042289
 -0.00010019 -0.00019947]",-0.015040581141521379,-0.2857710416889062,19
"[-0.0006511  -0.0006069  -0.00061232 -0.00061318 -0.00059442 -0.00040385
 -0.00016108 -0.00019914]",-0.015040581141521379,-0.30081162283042756,20
"[-0.00070852 -0.0006511  -0.0006069  -0.00061638 -0.0006012  -0.0003888
 -0.00018611 -0.00020086]",-0.015040581141521379,-0.31585220397194896,21
"[-0.00076172 -0.00070852 -0.0006511  -0.00061232 -0.00060422 -0.00039896
 -0.00017804 -0.00018405]",-0.015040581141521379,-0.3308927851134703,22
"[-0.00078486 -0.00076172 -0.00070852 -0.0006069  -0.0005908  -0.00042618
 -0.00018942 -0.00019622]",-0.015040581141521379,-0.3459333662549917,23
"[-0.00080987 -0.00078486 -0.00076172 -0.0006511  -0.00061318 -0.0004611
 -0.00019166 -0.00021679]",-0.015040581141521379,-0.3609739473965131,24
"[-1.59965669e-05 -8.09870901e-04 -7.84857639e-04 -7.08522292e-04
 -6.16378655e-04 -5.10045390e-04 -2.21672392e-04 -2.36971883e-04]",0.0,0.0,0
"[-1.59767050e-05 -1.59965669e-05 -8.09870901e-04 -7.61724606e-04
 -6.12322479e-04 -5.44903680e-04 -2.65511141e-04 -2.38298720e-04]",0.0,0.0,0
"[-2.78322709e-06 -1.59767050e-05 -1.59965669e-05 -7.84857639e-04
 -6.06902886e-04 -5.78014318e-04 -3.15950158e-04 -2.22807663e-04]",0.0,0.0,0
"[ 6.48259658e-08 -2.78322709e-06 -1.59767050e-05 -8.09870901e-04
 -6.51098005e-04 -5.94420547e-04 -3.64354118e-04 -1.73165951e-04]",0.0,0.0,0
"[ 2.06231809e-05  6.48259658e-08 -2.78322709e-06 -1.59965669e-05
 -7.08522292e-04 -6.01204246e-04 -3.99123742e-04 -1.32238223e-04]",0.0,0.0,0
"[ 2.60579005e-05  2.06231809e-05  6.48259658e-08 -1.59767050e-05
 -7.61724606e-04 -6.04215456e-04 -4.24383252e-04 -1.38290423e-04]",0.0,0.0,0
"[ 5.27599322e-05  2.60579005e-05  2.06231809e-05 -2.78322709e-06
 -7.84857639e-04 -5.90799368e-04 -4.32029675e-04 -1.19961595e-04]",0.0,0.0,0
"[ 5.11557132e-05  5.27599322e-05  2.60579005e-05  6.48259658e-08
 -8.09870901e-04 -6.13176542e-04 -4.55762013e-04 -8.17597934e-05]",0.0,0.0,0
"[ 5.09376143e-05  5.11557132e-05  5.27599322e-05  2.06231809e-05
 -1.59965669e-05 -6.16378655e-04 -4.49134769e-04 -6.38057145e-05]",0.0,0.0,0
"[ 1.97023545e-05  5.09376143e-05  5.11557132e-05  2.60579005e-05
 -1.59767050e-05 -6.12322479e-04 -4.37664669e-04 -1.04326235e-04]",0.0,0.0,0
"[-2.25434624e-05  1.97023545e-05  5.09376143e-05  5.27599322e-05
 -2.78322709e-06 -6.06902886e-04 -4.22891894e-04 -1.53550394e-04]",0.0,0.0,0
"[-2.77056072e-05 -2.25434624e-05  1.97023545e-05  5.11557132e-05
  6.48259658e-08 -6.51098005e-04 -4.03853268e-04 -1.90115066e-04]",0.0,0.0,0
"[-4.02510630e-05 -2.77056072e-05 -2.25434624e-05  5.09376143e-05
  2.06231809e-05 -7.08522292e-04 -3.88799082e-04 -1.94180585e-04]",0.0,0.0,0
"[-2.55246167e-05 -4.02510630e-05 -2.77056072e-05  1.97023545e-05
  2.60579005e-05 -7.61724606e-04 -3.98957501e-04 -2.03120793e-04]",0.0,0.0,0
"[-8.72069328e-06 -2.55246167e-05 -4.02510630e-05 -2.25434624e-05
  5.27599322e-05 -7.84857639e-04 -4.26182424e-04 -2.18549110e-04]",0.0,0.0,0
"[-3.22940056e-05 -8.72069328e-06 -2.55246167e-05 -2.77056072e-05
  5.11557132e-05 -8.09870901e-04 -4.61102599e-04 -1.92912766e-04]",0.0,0.0,0
"[-5.33326898e-05 -3.22940056e-05 -8.72069328e-06 -4.02510630e-05
  5.09376143e-05 -1.59965669e-05 -5.10045390e-04 -1.69236057e-04]",0.0,0.0,0
"[-7.27716655e-05 -5.33326898e-05 -3.22940056e-05 -2.55246167e-05
  1.97023545e-05 -1.59767050e-05 -5.44903680e-04 -1.53001766e-04]",0.0,0.0,0
"[-1.05604030e-04 -7.27716655e-05 -5.33326898e-05 -8.72069328e-06
 -2.25434624e-05 -2.78322709e-06 -5.78014318e-04 -1.40923674e-04]",0.0,0.0,0
"[-1.09324827e-04 -1.05604030e-04 -7.27716655e-05 -3.22940056e-05
 -2.77056072e-05  6.48259658e-08 -5.94420547e-04 -1.04716066e-04]",0.0,0.0,0
"[-7.00442844e-05 -1.09324827e-04 -1.05604030e-04 -5.33326898e-05
 -4.02510630e-05  2.06231809e-05 -6.01204246e-04 -8.62983345e-05]",0.0,0.0,0
"[-6.56741767e-05 -7.00442844e-05 -1.09324827e-04 -7.27716655e-05
 -2.55246167e-05  2.60579005e-05 -6.04215456e-04 -7.07957728e-05]",0.0,0.0,0
"[-7.27765892e-05 -6.56741767e-05 -7.00442844e-05 -1.05604030e-04
 -8.72069328e-06  5.27599322e-05 -5.90799368e-04 -3.36025256e-05]",0.0,0.0,0
"[-4.64618873e-05 -7.27765892e-05 -6.56741767e-05 -1.09324827e-04
 -3.22940056e-05  5.11557132e-05 -6.13176542e-04 -1.05567723e-05]",0.0,0.0,0
"[ 4.87343222e-06 -4.64618873e-05 -7.27765892e-05 -7.00442844e-05
 -5.33326898e-05  5.09376143e-05 -6.16378655e-04  8.74148295e-06]",0.0,0.0,0
"[ 1.76303962e-05  4.87343222e-06 -4.64618873e-05 -6.56741767e-05
 -7.27716655e-05  1.97023545e-05 -6.12322479e-04 -3.27326783e-05]",0.0,0.0,0
"[ 3.23340775e-05  1.76303962e-05  4.87343222e-06 -7.27765892e-05
 -1.05604030e-04 -2.25434624e-05 -6.06902886e-04 -1.00186691e-04]",0.0,0.0,0
"[ 5.71851409e-05  3.23340775e-05  1.76303962e-05 -4.64618873e-05
 -1.09324827e-04 -2.77056072e-05 -6.51098005e-04 -1.61083142e-04]",0.0,0.0,0
"[ 6.81001427e-05  5.71851409e-05  3.23340775e-05  4.87343222e-06
 -7.00442844e-05 -4.02510630e-05 -7.08522292e-04 -1.86107031e-04]",0.0,0.0,0
"[ 9.02330118e-05  6.81001427e-05  5.71851409e-05  1.76303962e-05
 -6.56741767e-05 -2.55246167e-05 -7.61724606e-04 -1.78044703e-04]",0.0,0.0,0
"[ 8.57172123e-05  9.02330118e-05  6.81001427e-05  3.23340775e-05
 -7.27765892e-05 -8.72069328e-06 -7.84857639e-04 -1.89424467e-04]",0.0,0.0,0
"[ 9.20580544e-05  8.57172123e-05  9.02330118e-05  5.71851409e-05
 -4.64618873e-05 -3.22940056e-05 -8.09870901e-04 -1.91664632e-04]",0.0,0.0,0
"[ 9.17089020e-05  9.20580544e-05  8.57172123e-05  6.81001427e-05
  4.87343222e-06 -5.33326898e-05 -1.59965669e-05 -2.21672392e-04]",0.0,0.0,0
"[ 9.85187095e-05  9.17089020e-05  9.20580544e-05  9.02330118e-05
  1.76303962e-05 -7.27716655e-05 -1.59767050e-05 -2.65511141e-04]",0.0,0.0,0
"[ 9.04275525e-05  9.85187095e-05  9.17089020e-05  8.57172123e-05
  3.23340775e-05 -1.05604030e-04 -2.78322709e-06 -3.15950158e-04]",0.0,0.0,0
"[ 7.33838225e-05  9.04275525e-05  9.85187095e-05  9.20580544e-05
  5.71851409e-05 -1.09324827e-04  6.48259658e-08 -3.64354118e-04]",0.0,0.0,0
"[ 5.03286882e-05  7.33838225e-05  9.04275525e-05  9.17089020e-05
  6.81001427e-05 -7.00442844e-05  2.06231809e-05 -3.99123742e-04]",0.0,0.0,0
"[ 4.67854660e-05  5.03286882e-05  7.33838225e-05  9.85187095e-05
  9.02330118e-05 -6.56741767e-05  2.60579005e-05 -4.24383252e-04]",0.0,0.0,0
"[ 4.61952303e-05  4.67854660e-05  5.03286882e-05  9.04275525e-05
  8.57172123e-05 -7.27765892e-05  5.27599322e-05 -4.32029675e-04]",0.0,0.0,0
"[ 4.47348534e-05  4.61952303e-05  4.67854660e-05  7.33838225e-05
  9.20580544e-05 -4.64618873e-05  5.11557132e-05 -4.55762013e-04]",0.0,0.0,0
"[ 3.78221386e-05  4.47348534e-05  4.61952303e-05  5.03286882e-05
  9.17089020e-05  4.87343222e-06  5.09376143e-05 -4.49134769e-04]",0.0,0.0,0
"[ 5.77890062e-05  3.78221386e-05  4.47348534e-05  4.67854660e-05
  9.85187095e-05  1.76303962e-05  1.97023545e-05 -4.37664669e-04]",0.0,0.0,0
"[ 7.58116454e-05  5.77890062e-05  3.78221386e-05  4.61952303e-05
  9.04275525e-05  3.23340775e-05 -2.25434624e-05 -4.22891894e-04]",0.0,0.0,0
"[ 1.20892399e-04  7.58116454e-05  5.77890062e-05  4.47348534e-05
  7.33838225e-05  5.71851409e-05 -2.77056072e-05 -4.03853268e-04]",0.0,0.0,0
"[ 1.57525363e-04  1.20892399e-04  7.58116454e-05  3.78221386e-05
  5.03286882e-05  6.81001427e-05 -4.02510630e-05 -3.88799082e-04]",0.0,0.0,0
"[ 1.70026757e-04  1.57525363e-04  1.20892399e-04  5.77890062e-05
  4.67854660e-05  9.02330118e-05 -2.55246167e-05 -3.98957501e-04]",0.0,0.0,0
"[ 1.52392694e-04  1.70026757e-04  1.57525363e-04  7.58116454e-05
  4.61952303e-05  8.57172123e-05 -8.72069328e-06 -4.26182424e-04]",0.0,0.0,0
"[ 1.20187208e-04  1.52392694e-04  1.70026757e-04  1.20892399e-04
  4.47348534e-05  9.20580544e-05 -3.22940056e-05 -4.61102599e-04]",0.0,0.0,0
"[ 1.07544711e-04  1.20187208e-04  1.52392694e-04  1.57525363e-04
  3.78221386e-05  9.17089020e-05 -5.33326898e-05 -5.10045390e-04]",0.0,0.0,0
"[ 9.47840381e-05  1.07544711e-04  1.20187208e-04  1.70026757e-04
  5.77890062e-05  9.85187095e-05 -7.27716655e-05 -5.44903680e-04]",0.0,0.0,0
"[ 6.86724115e-05  9.47840381e-05  1.07544711e-04  1.52392694e-04
  7.58116454e-05  9.04275525e-05 -1.05604030e-04 -5.78014318e-04]",0.0,0.0,0
"[ 5.37639451e-05  6.86724115e-05  9.47840381e-05  1.20187208e-04
  1.20892399e-04  7.33838225e-05 -1.09324827e-04 -5.94420547e-04]",0.0,0.0,0
"[ 4.87903733e-05  5.37639451e-05  6.86724115e-05  1.07544711e-04
  1.57525363e-04  5.03286882e-05 -7.00442844e-05 -6.01204246e-04]",0.0,0.0,0
"[ 3.27281336e-05  4.87903733e-05  5.37639451e-05  9.47840381e-05
  1.70026757e-04  4.67854660e-05 -6.56741767e-05 -6.04215456e-04]",0.0,0.0,0
"[ 2.51513939e-05  3.27281336e-05  4.87903733e-05  6.86724115e-05
  1.52392694e-04  4.61952303e-05 -7.27765892e-05 -5.90799368e-04]",0.0,0.0,0
"[ 4.46291855e-05  2.51513939e-05  3.27281336e-05  5.37639451e-05
  1.20187208e-04  4.47348534e-05 -4.64618873e-05 -6.13176542e-04]",0.0,0.0,0
"[ 4.19589860e-05  4.46291855e-05  2.51513939e-05  4.87903733e-05
  1.07544711e-04  3.78221386e-05  4.87343222e-06 -6.16378655e-04]",0.0,0.0,0
"[ 3.07158629e-05  4.19589860e-05  4.46291855e-05  3.27281336e-05
  9.47840381e-05  5.77890062e-05  1.76303962e-05 -6.12322479e-04]",0.0,0.0,0
"[ 1.48104556e-05  3.07158629e-05  4.19589860e-05  2.51513939e-05
  6.86724115e-05  7.58116454e-05  3.23340775e-05 -6.06902886e-04]",0.0,0.0,0
"[ 1.15996937e-05  1.48104556e-05  3.07158629e-05  4.46291855e-05
  5.37639451e-05  1.20892399e-04  5.71851409e-05 -6.51098005e-04]",0.0,0.0,0
"[-7.88832580e-06  1.15996937e-05  1.48104556e-05  4.19589860e-05
  4.87903733e-05  1.57525363e-04  6.81001427e-05 -7.08522292e-04]",0.0,0.0,0
"[ 9.64447718e-06 -7.88832580e-06  1.15996937e-05  3.07158629e-05
  3.27281336e-05  1.70026757e-04  9.02330118e-05 -7.61724606e-04]",0.0,0.0,0
"[ 4.79344978e-05  9.64447718e-06 -7.88832580e-06  1.48104556e-05
  2.51513939e-05  1.52392694e-04  8.57172123e-05 -7.84857639e-04]",0.0,0.0,0
"[ 6.45777142e-05  4.79344978e-05  9.64447718e-06  1.15996937e-05
  4.46291855e-05  1.20187208e-04  9.20580544e-05 -8.09870901e-04]",0.0,0.0,0
"[ 1.01400786e-04  6.45777142e-05  4.79344978e-05 -7.88832580e-06
  4.19589860e-05  1.07544711e-04  9.17089020e-05 -1.59965669e-05]",0.0,0.0,0
"[ 1.28184189e-04  1.01400786e-04  6.45777142e-05  9.64447718e-06
  3.07158629e-05  9.47840381e-05  9.85187095e-05 -1.59767050e-05]",0.0,0.0,0
"[ 1.79434544e-04  1.28184189e-04  1.01400786e-04  4.79344978e-05
  1.48104556e-05  6.86724115e-05  9.04275525e-05 -2.78322709e-06]",0.0,0.0,0
"[1.64407359e-04 1.79434544e-04 1.28184189e-04 6.45777142e-05
 1.15996937e-05 5.37639451e-05 7.33838225e-05 6.48259658e-08]",0.0,0.0,0
"[ 1.25805425e-04  1.64407359e-04  1.79434544e-04  1.01400786e-04
 -7.88832580e-06  4.87903733e-05  5.03286882e-05  2.06231809e-05]",0.0,0.0,0
"[9.61117048e-05 1.25805425e-04 1.64407359e-04 1.28184189e-04
 9.64447718e-06 3.27281336e-05 4.67854660e-05 2.60579005e-05]",0.0,0.0,0
"[7.96677109e-05 9.61117048e-05 1.25805425e-04 1.79434544e-04
 4.79344978e-05 2.51513939e-05 4.61952303e-05 5.27599322e-05]",0.0,0.0,0
"[7.23323441e-05 7.96677109e-05 9.61117048e-05 1.64407359e-04
 6.45777142e-05 4.46291855e-05 4.47348534e-05 5.11557132e-05]",0.0,0.0,0
"[6.80235106e-05 7.23323441e-05 7.96677109e-05 1.25805425e-04
 1.01400786e-04 4.19589860e-05 3.78221386e-05 5.09376143e-05]",0.0,0.0,0
"[5.93321537e-05 6.80235106e-05 7.23323441e-05 9.61117048e-05
 1.28184189e-04 3.07158629e-05 5.77890062e-05 1.97023545e-05]",0.0,0.0,0
"[ 6.56427101e-05  5.93321537e-05  6.80235106e-05  7.96677109e-05
  1.79434544e-04  1.48104556e-05  7.58116454e-05 -2.25434624e-05]",0.0,0.0,0
"[ 7.51788862e-05  6.56427101e-05  5.93321537e-05  7.23323441e-05
  1.64407359e-04  1.15996937e-05  1.20892399e-04 -2.77056072e-05]",0.0,0.0,0
"[ 7.97594009e-05  7.51788862e-05  6.56427101e-05  6.80235106e-05
  1.25805425e-04 -7.88832580e-06  1.57525363e-04 -4.02510630e-05]",0.0,0.0,0
"[ 1.06691942e-04  7.97594009e-05  7.51788862e-05  5.93321537e-05
  9.61117048e-05  9.64447718e-06  1.70026757e-04 -2.55246167e-05]",0.0,0.0,0
"[ 1.38665798e-04  1.06691942e-04  7.97594009e-05  6.56427101e-05
  7.96677109e-05  4.79344978e-05  1.52392694e-04 -8.72069328e-06]",0.0,0.0,0
"[ 1.75796696e-04  1.38665798e-04  1.06691942e-04  7.51788862e-05
  7.23323441e-05  6.45777142e-05  1.20187208e-04 -3.22940056e-05]",0.0,0.0,0
"[ 2.22167752e-04  1.75796696e-04  1.38665798e-04  7.97594009e-05
  6.80235106e-05  1.01400786e-04  1.07544711e-04 -5.33326898e-05]",0.0,0.0,0
"[ 2.45633177e-04  2.22167752e-04  1.75796696e-04  1.06691942e-04
  5.93321537e-05  1.28184189e-04  9.47840381e-05 -7.27716655e-05]",0.0,0.0,0
"[ 2.64008201e-04  2.45633177e-04  2.22167752e-04  1.38665798e-04
  6.56427101e-05  1.79434544e-04  6.86724115e-05 -1.05604030e-04]",0.0,0.0,0
"[ 2.80133845e-04  2.64008201e-04  2.45633177e-04  1.75796696e-04
  7.51788862e-05  1.64407359e-04  5.37639451e-05 -1.09324827e-04]",0.0,0.0,0
"[ 3.04702316e-04  2.80133845e-04  2.64008201e-04  2.22167752e-04
  7.97594009e-05  1.25805425e-04  4.87903733e-05 -7.00442844e-05]",0.0,0.0,0
"[ 3.07699668e-04  3.04702316e-04  2.80133845e-04  2.45633177e-04
  1.06691942e-04  9.61117048e-05  3.27281336e-05 -6.56741767e-05]",0.0,0.0,0
"[ 3.08794497e-04  3.07699668e-04  3.04702316e-04  2.64008201e-04
  1.38665798e-04  7.96677109e-05  2.51513939e-05 -7.27765892e-05]",0.0,0.0,0
"[ 2.94739951e-04  3.08794497e-04  3.07699668e-04  2.80133845e-04
  1.75796696e-04  7.23323441e-05  4.46291855e-05 -4.64618873e-05]",0.0,0.0,0
"[2.69099791e-04 2.94739951e-04 3.08794497e-04 3.04702316e-04
 2.22167752e-04 6.80235106e-05 4.19589860e-05 4.87343222e-06]",0.0,0.0,0
"[2.53753645e-04 2.69099791e-04 2.94739951e-04 3.07699668e-04
 2.45633177e-04 5.93321537e-05 3.07158629e-05 1.76303962e-05]",0.0,0.0,0
"[2.40126518e-04 2.53753645e-04 2.69099791e-04 3.08794497e-04
 2.64008201e-04 6.56427101e-05 1.48104556e-05 3.23340775e-05]",0.0,0.0,0
"[2.21008476e-04 2.40126518e-04 2.53753645e-04 2.94739951e-04
 2.80133845e-04 7.51788862e-05 1.15996937e-05 5.71851409e-05]",0.0,0.0,0
"[ 2.33007150e-04  2.21008476e-04  2.40126518e-04  2.69099791e-04
  3.04702316e-04  7.97594009e-05 -7.88832580e-06  6.81001427e-05]",0.0,0.0,0
"[2.44279342e-04 2.33007150e-04 2.21008476e-04 2.53753645e-04
 3.07699668e-04 1.06691942e-04 9.64447718e-06 9.02330118e-05]",0.0,0.0,0
"[2.41729599e-04 2.44279342e-04 2.33007150e-04 2.40126518e-04
 3.08794497e-04 1.38665798e-04 4.79344978e-05 8.57172123e-05]",0.0,0.0,0
"[2.51548823e-04 2.41729599e-04 2.44279342e-04 2.21008476e-04
 2.94739951e-04 1.75796696e-04 6.45777142e-05 9.20580544e-05]",0.0,0.0,0
"[2.20233596e-04 2.51548823e-04 2.41729599e-04 2.33007150e-04
 2.69099791e-04 2.22167752e-04 1.01400786e-04 9.17089020e-05]",0.0,0.0,0
"[1.92913029e-04 2.20233596e-04 2.51548823e-04 2.44279342e-04
 2.53753645e-04 2.45633177e-04 1.28184189e-04 9.85187095e-05]",0.0,0.0,0
"[1.44857845e-04 1.92913029e-04 2.20233596e-04 2.41729599e-04
 2.40126518e-04 2.64008201e-04 1.79434544e-04 9.04275525e-05]",0.0,0.0,0
"[1.02899119e-04 1.44857845e-04 1.92913029e-04 2.51548823e-04
 2.21008476e-04 2.80133845e-04 1.64407359e-04 7.33838225e-05]",0.0,0.0,0
"[9.65282015e-05 1.02899119e-04 1.44857845e-04 2.20233596e-04
 2.33007150e-04 3.04702316e-04 1.25805425e-04 5.03286882e-05]",0.0,0.0,0
"[1.39358045e-04 9.65282015e-05 1.02899119e-04 1.92913029e-04
 2.44279342e-04 3.07699668e-04 9.61117048e-05 4.67854660e-05]",0.0,0.0,0
"[1.61445808e-04 1.39358045e-04 9.65282015e-05 1.44857845e-04
 2.41729599e-04 3.08794497e-04 7.96677109e-05 4.61952303e-05]",0.0,0.0,0
"[1.67499273e-04 1.61445808e-04 1.39358045e-04 1.02899119e-04
 2.51548823e-04 2.94739951e-04 7.23323441e-05 4.47348534e-05]",0.0,0.0,0
"[1.62246815e-04 1.60654153e-04 1.21394041e-04 9.46568600e-05
 1.01641658e-04 9.35790445e-05 1.31367979e-04 5.17321049e-04]",0.009036008671543026,0.0,0
"[2.23728933e-04 1.62246815e-04 1.60654153e-04 1.09260529e-04
 7.47653352e-05 1.06032051e-04 1.14345828e-04 5.11333079e-04]",0.009036008671543026,0.009036008671543026,1
"[2.35128702e-04 2.23728933e-04 1.62246815e-04 1.21394041e-04
 5.25319030e-05 1.23974389e-04 8.81547490e-05 5.09215123e-04]",0.009036008671543026,0.018072017343086052,2
"[2.29759327e-04 2.35128702e-04 2.23728933e-04 1.60654153e-04
 6.57094570e-05 1.40202231e-04 7.49476808e-05 5.08690978e-04]",0.009036008671543026,0.027108026014629076,3
"[2.34056642e-04 2.29759327e-04 2.35128702e-04 1.62246815e-04
 9.46568600e-05 1.26756816e-04 7.42501757e-05 4.72144111e-04]",0.009036008671543026,0.036144034686172104,4
"[2.33480556e-04 2.34056642e-04 2.29759327e-04 2.23728933e-04
 1.09260529e-04 1.35918946e-04 8.89937486e-05 4.85951244e-04]",0.009036008671543026,0.04518004335771513,5
"[0.00023871 0.00023348 0.00023406 0.00023513 0.00012139 0.00013436
 0.00010704 0.00044827]",0.009036008671543026,0.05421605202925815,6
"[0.00021749 0.00023871 0.00023348 0.00022976 0.00016065 0.00011995
 0.0001155  0.00039921]",0.009036008671543026,0.06325206070080118,7
"[0.0001986  0.00021749 0.00023871 0.00023406 0.00016225 0.00010164
 0.00014917 0.00039827]",0.009036008671543026,0.07228806937234421,8
"[1.70630330e-04 1.98599106e-04 2.17489765e-04 2.33480556e-04
 2.23728933e-04 7.47653352e-05 1.47610566e-04 4.17127410e-04]",0.009036008671543026,0.08132407804388724,9
"[1.46613076e-04 1.70630330e-04 1.98599106e-04 2.38714535e-04
 2.35128702e-04 5.25319030e-05 1.47574157e-04 4.27335039e-04]",0.009036008671543026,0.09036008671543026,10
"[1.35237322e-04 1.46613076e-04 1.70630330e-04 2.17489765e-04
 2.29759327e-04 6.57094570e-05 1.50937297e-04 4.11911245e-04]",0.009036008671543026,0.09939609538697329,11
"[1.25287860e-04 1.35237322e-04 1.46613076e-04 1.98599106e-04
 2.34056642e-04 9.46568600e-05 1.38407246e-04 3.81578638e-04]",0.009036008671543026,0.1084321040585163,12
"[0.00013727 0.00012529 0.00013524 0.00017063 0.00023348 0.00010926
 0.00012541 0.00037717]",0.009036008671543026,0.11746811273005933,13
"[0.00013726 0.00013727 0.00012529 0.00014661 0.00023871 0.00012139
 0.00010017 0.00034095]",0.009036008671543026,0.12650412140160236,14
"[1.14069503e-04 1.37257425e-04 1.37270495e-04 1.35237322e-04
 2.17489765e-04 1.60654153e-04 9.24690173e-05 3.13333722e-04]",0.009036008671543026,0.1355401300731454,15
"[9.48644589e-05 1.14069503e-04 1.37257425e-04 1.25287860e-04
 1.98599106e-04 1.62246815e-04 9.35790445e-05 2.83362568e-04]",0.009036008671543026,0.14457613874468841,16
"[8.89384886e-05 9.48644589e-05 1.14069503e-04 1.37270495e-04
 1.70630330e-04 2.23728933e-04 1.06032051e-04 2.61291793e-04]",0.009036008671543026,0.15361214741623144,17
"[9.16952020e-05 8.89384886e-05 9.48644589e-05 1.37257425e-04
 1.46613076e-04 2.35128702e-04 1.23974389e-04 2.24067550e-04]",0.009036008671543026,0.16264815608777447,18
"[1.01235211e-04 9.16952020e-05 8.89384886e-05 1.14069503e-04
 1.35237322e-04 2.29759327e-04 1.40202231e-04 1.87405522e-04]",0.009036008671543026,0.1716841647593175,19
"[1.05844354e-04 1.01235211e-04 9.16952020e-05 9.48644589e-05
 1.25287860e-04 2.34056642e-04 1.26756816e-04 1.56311957e-04]",0.009036008671543026,0.18072017343086053,20
"[1.08927629e-04 1.05844354e-04 1.01235211e-04 8.89384886e-05
 1.37270495e-04 2.33480556e-04 1.35918946e-04 1.37774833e-04]",0.009036008671543026,0.18975618210240355,21
"[1.37371134e-04 1.08927629e-04 1.05844354e-04 9.16952020e-05
 1.37257425e-04 2.38714535e-04 1.34358586e-04 1.23313110e-04]",0.009036008671543026,0.19879219077394658,22
